year,country,gdp_Bn.USD,industry_va_MioEUR,industry_va_PerUnit,gdp_X_industry_va_PerUnit_MrdEUR,industry_va_MrdEUR
1996,Netherlands,744.6003097821363,131389.4,,,131.3894
1996,Norway,304.5224130774184,52797.5,,,52.7975
1996,Poland,588.2340621617254,64201.799999999996,,,64.20179999999999
1996,Portugal,305.1098159733176,40598.100000000006,,,40.5981
1996,Romania,369.8580742271253,18395.7,,,18.3957
1996,Slovakia,89.83658494023851,7889.0,,,7.889
1996,Slovenia,50.62746260662014,8708.6,,,8.7086
1996,Spain,1362.5816030166882,225144.69999999998,,,225.14469999999997
1996,Sweden,362.337779995799,103593.1,,,103.5931
1997,Austria,386.05813944971123,88360.9,,,88.3609
1997,Belgium,471.9864650587378,99270.40000000001,,,99.27040000000001
1997,Bulgaria,103.50915514740647,3488.8,,,3.4888000000000003
1997,Croatia,91.14254177225675,9235.0,,,9.235
1997,Czechia,287.21983146252404,32287.300000000003,,,32.2873
1997,Denmark,280.03637520036045,56762.0,,,56.762
1997,Estonia,25.2375588140974,1941.9,,,1.9419000000000002
1997,Finland,208.4916850864304,56784.6,,,56.7846
1997,France,2508.138514032354,458771.7,,,458.7717
1997,Germany,3858.6719883653386,939819.3999999999,,,939.8193999999999
1997,Greece,305.67176161223,34430.6,,,34.4306
1997,Hungary,202.14850019814844,19836.0,,,19.836
1997,Ireland,158.83627580408975,37645.7,,,37.6457
1997,Italy,2665.3482166359786,483867.8,,,483.8678
1997,Latvia,29.848141763686083,2650.8,,,2.6508000000000003
1997,Lithuania,50.3687916481607,3879.6000000000004,,,3.8796000000000004
1997,Luxembourg,39.966131914002,5075.3,,,5.0753
1997,Netherlands,777.054916379422,131097.9,,,131.09789999999998
1997,Norway,320.52884792773017,59071.899999999994,,,59.07189999999999
1997,Poland,629.7703880619999,69515.3,,,69.5153
1997,Portugal,318.3971583999003,43641.4,,,43.641400000000004
1997,Romania,351.7292344871979,18853.2,,,18.8532
1997,Slovakia,94.78641545342268,8479.5,,,8.4795
1997,Slovenia,53.25235452889089,9643.9,,,9.6439
1997,Spain,1411.3765085651253,233109.50000000003,,,233.10950000000003
1997,Sweden,374.2858022440396,107133.0,,,107.133
1998,Austria,399.22978894515245,91305.29999999999,,,91.30529999999999
1998,Belgium,481.248799429358,101023.0,,,101.023
1998,Bulgaria,107.40192139660802,4403.2,,,4.4032
1998,Croatia,93.32986918294479,9379.5,,,9.3795
1998,Czechia,286.07294542798246,34456.600000000006,,,34.45660000000001
1998,Denmark,286.6297376178798,58292.200000000004,,,58.2922
1998,Estonia,26.39837036090142,2031.1000000000001,,,2.0311000000000003
1998,Finland,219.9210927945001,63985.100000000006,,,63.9851
1998,France,2594.7987009791523,478180.39999999997,,,478.18039999999996
1998,Germany,3936.629147953168,964119.6,,,964.1196
1998,Greece,316.3226125859475,35243.3,,,35.243300000000005
1998,Hungary,209.97678411324887,20867.6,,,20.8676
1998,Ireland,172.57788087276163,43935.1,,,43.9351
1998,Italy,2713.9999837018217,496395.4,,,496.3954
1998,Latvia,31.794690633414312,2592.5,,,2.5925
1998,Lithuania,54.13001560268997,4352.700000000001,,,4.3527000000000005
1998,Luxembourg,42.622456407799994,5375.5,,,5.3755
1998,Netherlands,812.028287199179,137896.6,,,137.8966
1998,Norway,329.00532422482996,52466.6,,,52.4666
1998,Poland,661.22814892799,75753.9,,,75.75389999999999
1998,Portugal,333.655152599049,45750.7,,,45.750699999999995
1998,Romania,344.3976641079881,19867.5,,,19.8675
1998,Slovakia,98.4404320512095,9351.1,,,9.3511
1998,Slovenia,54.93675797598906,10492.400000000001,,,10.492400000000002
1998,Spain,1472.3998811827191,245839.59999999998,,,245.8396
1998,Sweden,389.7850756319413,110249.70000000001,,,110.24970000000002
1999,Austria,413.61945661036725,95791.90000000001,,,95.79190000000001
1999,Belgium,498.2256601328848,101849.0,,,101.849
1999,Bulgaria,98.30648757346167,4346.2,,,4.3462
1999,Croatia,92.7468610478676,8869.6,,,8.8696
1999,Czechia,289.7077543687003,34428.399999999994,,,34.428399999999996
1999,Denmark,295.215879360885,61615.5,,,61.6155
1999,Estonia,26.26359421428369,2072.5,,,2.0725
1999,Finland,229.58933443634146,67599.0,,,67.599
1999,France,2675.8463940584775,492812.6,,,492.8126
1999,Germany,4015.159187229058,976647.0,,,976.647
1999,Greece,325.14086480574633,39327.4,,,39.327400000000004
1999,Hungary,216.51526540798957,21571.1,,,21.571099999999998
1999,Ireland,189.91969414775795,50944.3,,,50.944300000000005
1999,Italy,2759.3045741770247,500003.0,,,500.003
1999,Latvia,32.66780097676992,2691.9,,,2.6919
1999,Lithuania,53.52598128487369,4311.7,,,4.3117
1999,Luxembourg,46.02072885102,5559.7,,,5.559699999999999
1999,Netherlands,852.1949844340139,142718.0,,,142.718
1999,Norway,335.5826623603842,60542.899999999994,,,60.542899999999996
1999,Poland,691.02076936516,75642.7,,,75.64269999999999
1999,Portugal,346.53296062622775,48437.100000000006,,,48.43710000000001
1999,Romania,343.2122351530507,16786.5,,,16.7865
1999,Slovakia,97.97876494094831,8914.9,,,8.9149
1999,Slovenia,57.599314277257065,11192.7,,,11.1927
1999,Spain,1537.4987870712896,263365.0,,,263.365
1999,Sweden,405.26732390802914,116027.20000000001,,,116.02720000000001
2000,Austria,427.7590114597391,100549.70000000001,,,100.54970000000002
2000,Belgium,516.7614137848409,108908.2,,,108.9082
2000,Bulgaria,102.82925880240852,5002.6,,,5.0026
2000,Croatia,95.79192835382115,9660.0,,,9.66
2000,Czechia,302.0854159391414,38114.3,,,38.1143
2000,Denmark,306.1231008814428,67309.9,,,67.3099
2000,Estonia,28.854117242875002,2490.2,,,2.4901999999999997
2000,Finland,242.84201731632496,76053.0,,,76.053
2000,France,2791.611252986151,523342.1,,,523.3421
2000,Germany,4144.528887349639,1012391.0,,,1012.391
2000,Greece,338.08720225585364,39465.6,,,39.4656
2000,Hungary,225.94791381303574,23648.4,,,23.648400000000002
2000,Ireland,205.76481440663116,59260.600000000006,,,59.260600000000004
2000,Italy,2865.8505034141367,519992.5,,,519.9925
2000,Latvia,34.649442901035904,3213.6,,,3.2136
2000,Lithuania,55.36308659074558,5435.299999999999,,,5.435299999999999
2000,Luxembourg,49.28382286416,6044.6,,,6.0446
2000,Netherlands,888.4433912845456,152890.0,,,152.89
2000,Norway,347.0518160559207,85148.1,,,85.1481
2000,Poland,714.6601449849047,83821.5,,,83.8215
2000,Portugal,359.4254486673081,50737.7,,,50.7377
2000,Romania,351.49881431956914,20328.4,,,20.328400000000002
2000,Slovakia,98.98250977927509,10992.5,,,10.9925
2000,Slovenia,59.7269306508336,11320.5,,,11.3205
2000,Spain,1616.7456087324797,286794.0,,,286.794
2000,Sweden,424.44754190982695,130795.9,,,130.7959
2001,Austria,432.62014677205,103777.6,,,103.7776
2001,Belgium,521.8525900516689,109309.6,,,109.3096
2001,Bulgaria,108.35709651095493,5886.5,,,5.8865
2001,Croatia,98.02920523276704,10416.0,,,10.416
2001,Czechia,310.9314544904308,43556.3,,,43.5563
2001,Denmark,309.05608802471477,68014.6,,,68.0146
2001,Estonia,30.542712932793602,2893.4,,,2.8934
2001,Finland,249.1614861820948,78892.0,,,78.892
2001,France,2843.028739231005,530837.9,,,530.8379
2001,Germany,4218.938210764317,1024542.0,,,1024.542
2001,Greece,353.9456797350011,43577.3,,,43.5773
2001,Hungary,235.17378187070292,27792.4,,,27.7924
2001,Ireland,217.00233719734794,72439.20000000001,,,72.43920000000001
2001,Italy,2923.325219901323,537083.9,,,537.0839
2001,Latvia,36.915592160109526,3410.2,,,3.4101999999999997
2001,Lithuania,59.01627907304652,6108.7,,,6.1087
2001,Luxembourg,50.8619846211,6076.2,,,6.0762
2001,Netherlands,909.4221922520476,163244.0,,,163.244
2001,Norway,354.38342720068175,86867.9,,,86.86789999999999
2001,Poland,723.7134095463866,89291.70000000001,,,89.2917
2001,Portugal,366.73871205272343,52710.3,,,52.710300000000004
2001,Romania,369.87058714416304,24539.2,,,24.5392
2001,Slovakia,101.6888005464533,12149.0,,,12.149
2001,Slovenia,61.409787187402365,12102.0,,,12.102
2001,Spain,1679.4558643857063,307148.0,,,307.148
2001,Sweden,430.74809038536705,120836.9,,,120.8369
2002,Austria,439.1819491857408,103444.29999999999,,,103.44429999999998
2002,Belgium,530.7815034628898,110892.5,,,110.8925
2002,Bulgaria,113.19975743417683,6545.1,,,6.545100000000001
2002,Croatia,103.90056413863637,10967.7,,,10.9677
2002,Czechia,315.2169900960292,48546.600000000006,,,48.546600000000005
2002,Denmark,310.5178970505581,69490.8,,,69.49080000000001
2002,Estonia,32.6767460847429,3219.9,,,3.2199
2002,Finland,253.4243261594731,78664.0,,,78.664
2002,France,2875.1595936520657,533853.1000000001,,,533.8531
2002,Germany,4217.060502196276,1006620.0,,,1006.62
2002,Greece,370.9482238313013,46562.1,,,46.5621
2002,Hungary,246.38384073424578,32551.0,,,32.551
2002,Ireland,229.06736823213987,84115.2,,,84.1152
2002,Italy,2927.2415525241186,549560.6,,,549.5606
2002,Latvia,39.66128126099567,3675.8999999999996,,,3.6758999999999995
2002,Lithuania,62.90049743173851,6501.7,,,6.5017
2002,Luxembourg,52.53905585734,6209.3,,,6.2093
2002,Netherlands,912.6159414416751,163040.0,,,163.04
2002,Norway,359.0022644897998,88868.7,,,88.8687
2002,Poland,734.2976042539678,86161.4,,,86.1614
2002,Portugal,369.82078017244424,53731.0,,,53.731
2002,Romania,393.4212554058695,26849.0,,,26.849
2002,Slovakia,106.22257668441283,12717.5,,,12.7175
2002,Slovenia,63.4527863944401,12747.2,,,12.747200000000001
2002,Spain,1713.7831907589734,322047.0,,,322.047
2002,Sweden,440.27625995561067,125233.79999999999,,,125.23379999999999
2003,Austria,444.06878351028513,105263.8,,,105.2638
2003,Belgium,536.4575091229256,110868.5,,,110.8685
2003,Bulgaria,119.10950568930608,7180.9,,,7.180899999999999
2003,Croatia,109.65211017544512,11843.0,,,11.843
2003,Czechia,325.31749956710945,47834.5,,,47.8345
2003,Denmark,311.95859172367017,68564.29999999999,,,68.56429999999999
2003,Estonia,35.2274613146066,3660.4,,,3.6604
2003,Finland,258.4720723701571,78115.0,,,78.115
2003,France,2904.3492303642843,533993.1000000001,,,533.9931000000001
2003,Germany,4200.538791383859,1012257.0,,,1012.257
2003,Greece,392.5032809484519,53103.0,,,53.103
2003,Hungary,256.00282240677933,33918.0,,,33.918
2003,Ireland,238.96082045750376,80966.29999999999,,,80.96629999999999
2003,Italy,2923.271833874163,549631.7,,,549.6316999999999
2003,Latvia,43.0197848450631,3531.7,,,3.5317
2003,Lithuania,69.63525390605528,7465.799999999999,,,7.465799999999999
2003,Luxembourg,53.76952873677,6575.5,,,6.5755
2003,Netherlands,914.8814613575089,162128.0,,,162.128
2003,Norway,362.49561253102087,87022.5,,,87.0225
2003,Poland,760.8866634297212,82888.5,,,82.8885
2003,Portugal,366.759704327492,52739.299999999996,,,52.73929999999999
2003,Romania,400.7081650311192,27136.7,,,27.1367
2003,Slovakia,111.37032570762713,15020.6,,,15.0206
2003,Slovenia,65.47229983973449,13532.5,,,13.5325
2003,Spain,1765.2995481323064,337257.0,,,337.257
2003,Sweden,449.05404304878743,126598.90000000001,,,126.59890000000001
2004,Austria,454.5363280981066,109246.5,,,109.2465
2004,Belgium,555.3837583719396,115907.9,,,115.9079
2004,Bulgaria,126.83676515477418,7573.3,,,7.573300000000001
2004,Croatia,114.2023101671825,13238.0,,,13.238
2004,Czechia,340.1923547409853,54307.9,,,54.307900000000004
2004,Denmark,320.6570287335464,70799.79999999999,,,70.79979999999999
2004,Estonia,37.556314423525,3945.3999999999996,,,3.9454
2004,Finland,268.7365276645644,80833.0,,,80.833
2004,France,2976.5855246916876,546755.8,,,546.7558
2004,Germany,4234.541342161101,1046274.0,,,1046.274
2004,Greece,413.51909922162974,56914.0,,,56.914
2004,Hungary,268.62397634326,38423.2,,,38.423199999999994
2004,Ireland,254.04847643587007,81088.7,,,81.0887
2004,Italy,2966.269122533497,567341.6,,,567.3416
2004,Latvia,46.821487340640005,3945.3999999999996,,,3.9454
2004,Lithuania,74.28867765092323,8747.6,,,8.7476
2004,Luxembourg,56.121591846407995,6690.5,,,6.6905
2004,Netherlands,931.4517681637055,167410.0,,,167.41
2004,Norway,376.90681085353003,94410.5,,,94.4105
2004,Poland,798.0861802262564,94788.5,,,94.7885
2004,Portugal,373.4431575095305,53727.9,,,53.7279
2004,Romania,442.8330825039312,32059.5,,,32.0595
2004,Slovakia,117.33104780240626,18079.1,,,18.079099999999997
2004,Slovenia,68.46266339975186,14219.7,,,14.219700000000001
2004,Spain,1822.9546802657967,352496.0,,,352.496
2004,Sweden,465.3673614011169,129790.9,,,129.7909
2005,Austria,465.712309516575,114237.4,0.3013,119.27125102874244,114.2374
2005,Belgium,567.8199527171955,119193.1,0.2343,113.08418268339308,119.1931
2005,Bulgaria,135.8137679510324,9076.0,0.2785,32.150514218208144,9.076
2005,Croatia,119.13258845061434,14019.5,0.3049,30.874997285803467,14.0195
2005,Czechia,361.241015650636,61924.8,0.3558,109.25012036322185,61.924800000000005
2005,Denmark,328.1178697526408,72880.1,0.2652,73.96433019964027,72.8801
2005,Estonia,41.0649593000385,4642.5,0.2672,9.326673556224746,4.6425
2005,Finland,276.1464863312853,83113.0,0.3,70.41735401447775,83.113
2005,France,3036.7233848364444,555053.5,0.2257,582.5801977639477,555.0535
2005,Germany,4283.849133673327,1057185.0,0.2958,1077.0881876794845,1057.185
2005,Greece,418.3140463262991,54408.799999999996,0.2176,77.37136600851228,54.40879999999999
2005,Hungary,280.20073850716415,42081.2,0.3367,80.19205035705784,42.081199999999995
2005,Ireland,269.053623668458,84516.79999999999,0.3435,78.55693177059803,84.51679999999999
2005,Italy,2993.7920443548246,575872.6,0.2731,694.9639162163072,575.8725999999999
2005,Latvia,52.2042350698788,4355.4,0.2705,12.003058748441884,4.3553999999999995
2005,Lithuania,80.30009940897781,10089.099999999999,0.3013,20.565256959136264,10.089099999999998
2005,Luxembourg,57.40060483695999,6752.1,0.1672,8.157773959428754,6.7521
2005,Netherlands,951.4877979828207,176289.0,0.2264,183.104311843814,176.289
2005,Norway,386.85955269258005,116693.90000000001,0.4188,137.71426356750464,116.69390000000001
2005,Poland,823.746317610345,112152.2,0.2975,208.30485006571598,112.1522
2005,Portugal,376.4408617546771,53828.8,0.262,83.83337991276659,53.8288
2005,Romania,463.37121687724334,42411.600000000006,0.3638,143.28828139494996,42.41160000000001
2005,Slovakia,124.94649233245363,20528.699999999997,0.3047,32.36051678164383,20.528699999999997
2005,Slovenia,71.0165642977875,14590.5,0.3492,21.079136614869284,14.5905
2005,Spain,1885.5688283283744,377132.0,0.2965,475.21048395945854,377.132
2005,Sweden,478.4833204804391,130913.4,0.2886,117.37674334705653,130.9134
2006,Austria,482.26896396432755,121981.3,,,121.9813
2006,Belgium,582.132568621713,120821.3,,,120.82130000000001
2006,Bulgaria,145.0330793624561,10638.0,,,10.638
2006,Croatia,125.20403353533541,15101.5,,,15.1015
2006,Czechia,385.423812676539,71589.4,,,71.5894
2006,Denmark,340.50751079786187,78553.6,,,78.5536
2006,Estonia,45.11813684123201,5619.7,,,5.6197
2006,Finland,287.1825555197148,89996.0,,,89.996
2006,France,3127.067515021344,565951.7,,,565.9517
2006,Germany,4462.561886698301,1130573.0,,,1130.573
2006,Greece,445.34115917883156,63498.0,,,63.498
2006,Hungary,291.0717994391481,43188.0,,,43.188
2006,Ireland,282.00518056223876,89968.1,,,89.9681
2006,Italy,3048.2881785270206,601744.7999999999,,,601.7447999999999
2006,Latvia,58.855493509690014,5431.3,,,5.4313
2006,Lithuania,85.9187970736628,11489.099999999999,,,11.489099999999999
2006,Luxembourg,60.9469715281812,7041.0,,,7.041
2006,Netherlands,986.4693049216639,186320.0,,,186.32
2006,Norway,396.0399918777814,134358.5,,,134.3585
2006,Poland,875.638732892799,126005.3,,,126.0053
2006,Portugal,382.4989791905913,55682.1,,,55.6821
2006,Romania,500.59684115740987,52577.7,,,52.5777
2006,Slovakia,136.09869872569345,24825.9,,,24.8259
2006,Slovenia,75.16566575288105,15833.7,,,15.8337
2006,Spain,1962.7765223920294,401693.0,,,401.693
2006,Sweden,500.8702841821974,140414.2,,,140.41420000000002
2007,Austria,500.25794817564815,130706.0,,,130.706
2007,Belgium,603.2762611722981,128315.1,,,128.3151
2007,Bulgaria,154.6676859013607,13077.3,,,13.0773
2007,Croatia,131.58600490693578,16340.8,,,16.340799999999998
2007,Czechia,405.5442365968384,79596.9,,,79.59689999999999
2007,Denmark,343.61799775931746,79587.6,,,79.58760000000001
2007,Estonia,48.36612998339999,6677.6,,,6.6776
2007,Finland,302.381127634827,98774.0,,,98.774
2007,France,3206.555172304584,590641.8,,,590.6418000000001
2007,Germany,4599.336993092569,1194579.0,,,1194.579
2007,Greece,461.0933514199986,63670.0,,,63.67
2007,Hungary,292.1894053373257,46858.5,,,46.8585
2007,Ireland,296.90623488215465,91636.0,,,91.636
2007,Italy,3085.802068175941,638363.0,,,638.363
2007,Latvia,64.9460962580568,7196.5,,,7.1965
2007,Lithuania,95.40741448572147,13237.2,,,13.237200000000001
2007,Luxembourg,65.7872621780517,8447.7,,,8.447700000000001
2007,Netherlands,1023.9142455617157,197863.0,,,197.863
2007,Norway,406.9833926220392,136169.0,,,136.169
2007,Poland,934.6865733932764,144315.3,,,144.31529999999998
2007,Portugal,392.08454405425056,58606.100000000006,,,58.606100000000005
2007,Romania,541.5551840510461,70593.5,,,70.5935
2007,Slovakia,150.78578320856158,30029.800000000003,,,30.0298
2007,Slovenia,80.37306579450141,17800.0,,,17.8
2007,Spain,2027.8789634123307,418880.0,,,418.88
2007,Sweden,517.9494207278158,149989.0,,,149.989
2008,Austria,507.0700481209923,132217.6,,,132.2176
2008,Belgium,605.8963498897831,125179.0,,,125.179
2008,Bulgaria,164.11096049289165,13903.1,,,13.9031
2008,Croatia,134.1437100157176,17584.3,,,17.5843
2008,Czechia,414.88676701564873,89903.1,,,89.90310000000001
2008,Denmark,341.96335307313086,83538.9,,,83.5389
2008,Estonia,46.13402493544521,6626.9,,,6.6269
2008,Finland,304.6917061988276,97817.0,,,97.817
2008,France,3215.883692160729,591059.7,,,591.0596999999999
2008,Germany,4636.647890967622,1185936.0,,,1185.936
2008,Greece,461.17481788737,61018.2,,,61.0182
2008,Hungary,294.9997109860836,47695.100000000006,,,47.695100000000004
2008,Ireland,285.5298553529156,81439.20000000001,,,81.43920000000001
2008,Italy,3056.1953704538055,635992.2,,,635.9921999999999
2008,Latvia,62.92764829946729,7692.299999999999,,,7.6922999999999995
2008,Lithuania,97.76200308789255,14676.800000000001,,,14.676800000000002
2008,Luxembourg,65.47574357737419,7797.6,,,7.7976
2008,Netherlands,1044.796570608766,205710.0,,,205.71
2008,Norway,408.7191314824554,156008.0,,,156.008
2008,Poland,974.6356258006873,166530.9,,,166.5309
2008,Portugal,393.543338562075,57828.59999999999,,,57.828599999999994
2008,Romania,587.8065221470571,86077.3,,,86.07730000000001
2008,Slovakia,158.82203987702144,33985.600000000006,,,33.985600000000005
2008,Slovenia,82.95131287404288,18474.2,,,18.4742
2008,Spain,2049.9250930051053,429200.0,,,429.2
2008,Sweden,512.2898004698881,140053.80000000002,,,140.05380000000002
2009,Austria,489.3463767162563,123379.20000000001,,,123.37920000000001
2009,Belgium,594.3759854759844,115904.0,,,115.904
2009,Bulgaria,158.56268998116866,14759.900000000001,,,14.759900000000002
2009,Croatia,125.07157005743262,16482.2,,,16.482200000000002
2009,Czechia,396.26483589584376,79605.1,,,79.60510000000001
2009,Denmark,325.3001085996163,72019.5,,,72.0195
2009,Estonia,39.563688831097195,5026.3,,,5.0263
2009,Finland,280.1066964980281,76932.0,,,76.932
2009,France,3129.1596932444027,552517.8,,,552.5178000000001
2009,Germany,4385.555879647736,1026942.0,,,1026.942
2009,Greece,442.36491010976135,56858.8,,,56.8588
2009,Hungary,275.14704863490897,39937.7,,,39.9377
2009,Ireland,269.80943758481493,77979.8,,,77.9798
